SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-0.014748995207174704,0.6298788104747376,0.1559888039312651,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
0,0.9229177962429861,-1.5164617039583883,-0.5654375370339993,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,0.8413815535081896,-1.3186193172678058,-0.44300859279607074,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,-0.4224302088811577,0.48523773785221064,-0.24237953913049226,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.452903374019164,1.279932366743794,2.1153372156612282,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
0,-0.2593577234115645,-0.339382630202654,-0.4045151679861274,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
0,-1.156256393494327,-1.316956776203179,-0.9616881902494789,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.0859902817125793,-0.7882687176518747,0.07631072346506709,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,-1.1970245148617253,1.33812130400573,-0.8758776329367686,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,-1.2377926362291236,0.49853806636922476,-0.9354597191325604,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0.637540946671198,-1.1590153750636385,-0.3930884665239207,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.0044540389777827,1.4844249176928836,1.752815185101567,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
1,-1.1970245148617253,-1.1307521769649838,-0.9692324603268432,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.452903374019164,-0.663578137804869,0.31055810344030393,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0.5152365825690032,0.4652872450766899,0.5827694857639146,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0
0,0.22985973299721507,1.0022880089511281,0.589651977764317,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,-0.5855026943507509,0.6149159408930968,-0.2949688369797213,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0.7190771894059946,0.5085133127569851,0.7775748923522293,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
1,-1.2377926362291236,1.0089381732096347,-0.9262610038627918,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0
0,-0.7893433011877423,0.2857328100970014,-0.5947984243818701,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
0,1.330599009916969,0.15937968918536902,0.961527138478371,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0,1.2898308885495708,1.5426138549548198,2.0619537841196447,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,1.615975859488757,1.3032079416485687,2.310914696672665,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,-1.1154882721269286,-0.45742304579115267,-0.870804001013395,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-1.1970245148617253,-1.4865359647951069,-0.972497232173188,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,0.637540946671198,-1.3202818583324325,-0.488935991337218,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,-0.8708795439225389,-0.3659832872366818,-0.7375439555825253,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.2377926362291236,-1.4881985058597336,-0.9890196248280002,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0.39293221846680826,-0.339382630202654,0.07734750911897403,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1.4936714953865622,0.4885628199814644,1.4218599688129827,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0
0,-0.7078070584529457,0.34392174735893744,-0.49773763976080965,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.2593577234115645,-0.9644980705023094,-0.5546726136487544,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,1.5344396167539605,-0.2313174610019157,0.7762954547367701,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,-0.3408939661463611,0.05131451998463069,-0.3177781213656706,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.5447345729833526,-0.2845187750699713,-0.5233925698776944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1.5344396167539605,-0.6702283020633758,0.34342641459607215,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
0,1.045222160345181,1.326483516553343,1.738211948869944,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
0,-1.2377926362291236,-1.4998362933121208,-0.9920196854435603,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,-0.7893433011877423,-1.5280994914107755,-0.8949368415532677,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.8708795439225389,0.3871478150392331,-0.6357624873458041,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.2593577234115645,-0.15650311309371223,-0.2927629100565154,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,-1.2785607575965219,0.4918879021107177,-0.970688372096159,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0.5967728253037997,-1.4915235879889872,-0.5897689109969606,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,-1.2785607575965219,-1.4915235879889872,-0.9970050802900057,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,-0.8708795439225389,0.44367421123654205,-0.6242254895374372,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,0.5560047039364014,0.5068507716923585,0.6573518750375067,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.46319833024855595,1.3181708112302095,-0.035066526887599765,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.9524157866573355,0.9973003857572478,-0.6131737956521754,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2785607575965219,-1.504823916506001,-0.9971815544438621,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.5447345729833526,1.1702046564784292,-0.1535248026637577,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2377926362291236,0.20593083899491801,-0.944923145633114,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.615975859488757,-1.5081489986352545,-0.4043386938322709,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1.1675265244473758,-1.5081489986352545,-0.48406089283693293,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1,-0.6670389370855474,-0.339382630202654,-0.6417626085769242,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.5344396167539605,-0.6486152682232281,0.43444295944754835,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
0,1.5344396167539605,0.33394650097117706,1.3394685982312415,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
0,1.5752077381213587,0.8809225112333757,1.9014505411871823,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
0,1.452903374019164,1.5309760675024322,2.326753251981284,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
0,-0.055517116574573,0.5218136412739992,0.06589874838753519,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.5344396167539605,-1.4948486701182406,-0.38916191660061417,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-0.30012584477896276,-1.4865359647951069,-0.7976775235091187,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,-0.6670389370855474,1.0255635838559023,-0.31945462582730705,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
0,1.615975859488757,1.4777747534343766,2.470006146374276,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,-0.8301114225551406,1.028888665985156,-0.4834211740292032,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
0,-0.055517116574573,-0.15982819522296554,-0.19012113031974395,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0
0,1.615975859488757,-1.4981737522474938,-0.3784631710230654,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0.4337003398342065,-0.30613180891011915,0.027559738462216245,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,1.5344396167539605,1.5110255747269115,2.3868427013694125,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
0,0.4337003398342065,0.478587573593704,0.5677471234168822,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
1,-0.5039664516159542,0.872609805910242,-0.18540044670408326,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
0,1.452903374019164,0.6631296317672725,1.5138471215106697,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,-0.30012584477896276,1.3697095842336384,0.16567282312413903,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,-0.4224302088811577,-1.5197867860876417,-0.8054644455480355,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,-1.1154882721269286,-0.351020417655041,-0.8697892746287202,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-1.0747201507595303,-1.5031613754413744,-0.949048228979509,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-1.2785607575965219,-1.2970062834276581,-0.9944241457898547,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,0.10755536889502018,-1.4632603898903325,-0.679351603348353,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1,0.9229177962429861,1.7205057488698812,1.8101031072972247,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,1.615975859488757,-1.3186193172678058,-0.18612840258874128,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,1.4121352526517656,-0.4607481279204062,0.44203134806337685,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0,1.045222160345181,-1.316956776203179,-0.3396388571746412,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,0.7190771894059946,0.8293837382299468,0.893297818743612,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
0,-1.0747201507595303,-1.3086440708800453,-0.9381509499788716,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,1.615975859488757,-0.351020417655041,0.7313607233110653,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0
0,-0.055517116574573,-0.4890113260190609,-0.33368285448198526,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
0,-0.2593577234115645,-1.5014988343767475,-0.7976113457014226,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0.6783090680385964,1.1469290815736546,1.165200371297974,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0
0,0.7190771894059946,0.3638722401344586,0.7043381185017927,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
0,1.615975859488757,1.688917468641973,2.661524721847014,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,-0.3408939661463611,-0.37097091043056196,-0.4254714737565837,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,-1.0747201507595303,-0.4790360796313003,-0.8670098067054808,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.1267584030799775,0.9856625983048607,1.4693756347388383,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
0,-1.156256393494327,0.5168260180801189,-0.8627523677436933,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-0.9931839080247338,1.1818424439308162,-0.6385640145382756,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,0.5152365825690032,-1.5147991628937614,-0.6070854373441271,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0.39293221846680826,-0.3410451712672806,0.009449078422695755,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.39293221846680826,0.9108482503966573,0.7039851701940799,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.8708795439225389,0.49022536104609105,-0.6226151628834968,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1.452903374019164,-0.3427077123319073,0.6155495598427544,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
0,1.615975859488757,1.6972301739651066,2.7339232434666325,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-1.033952029392132,0.2092559211241713,-0.7972583973937095,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.30012584477896276,-1.4815483416012265,-0.7817066125851078,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0.8006134321407912,-1.4748981773427197,-0.5246058296854577,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0.35216409709940993,-0.811544292556649,-0.2655417718241544,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.6670389370855474,0.9457616127538188,-0.3114912296345337,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
0,0.637540946671198,0.1926305104779039,0.5032899387208052,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
1,-0.9931839080247338,0.3239712545834167,-0.738183674390255,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.156256393494327,-0.3177695963625061,-0.9084371143232879,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.46319833024855595,-1.5014988343767475,-0.8335458952804469,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-1.1970245148617253,1.0022880089511281,-0.8852528223603937,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,-0.2185896020441662,0.8443466078115875,0.06338399169508052,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0.9636859176103844,0.802783081195919,1.1860243214530377,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
0,1.615975859488757,-1.4798858005365998,-0.3144912902500937,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,0.31139597573201167,0.6747674192196594,0.47467906652682446,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0,0.7598453107733929,-0.14154024351207145,0.3818095430598552,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,-0.9931839080247338,-0.3360575480734005,-0.7930230177011541,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-1.2785607575965219,-0.4790360796313003,-0.9835709853276816,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.8708795439225389,-1.4981737522474938,-0.9104003892849413,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,-1.0747201507595303,0.8426840667469604,-0.7757947284309159,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,-0.5855026943507509,0.6714423370904061,-0.3688673889071197,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0,1.045222160345181,0.5002006074338514,0.9913953890185795,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.4936714953865622,-1.162340457192892,-0.06416270300468578,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
0,0.06678724752762188,-1.3202818583324325,-0.6295858919608275,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.2185896020441662,0.22754387283506539,-0.14234075316310374,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,1.0044540389777827,1.6024653332813825,1.8464788422608907,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
0,-1.2377926362291236,-1.48487342373048,-0.9882254911356461,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0.9636859176103844,-1.4898610469243603,-0.5086790372999109,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,-0.748575179820344,-0.0018867940834249094,-0.5906292224970109,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0.9636859176103844,1.3979727823322927,1.6035621694774542,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
0,0.6783090680385964,0.9607244823354596,0.9884394469414832,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0,-0.9116476652899372,-1.4765607184073464,-0.9280036861321244,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,-0.7893433011877423,1.1984678545770837,-0.42867006779523226,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,0.7190771894059946,0.19096796941327723,0.5324743519148196,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
0,0.22985973299721507,0.18930542834865058,0.14023848569957473,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1.0044540389777827,0.16602985344387608,0.7123676925022624,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,-0.30012584477896276,1.3364587629411036,0.12651762023723392,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0.39293221846680826,0.7030306173183144,0.6397265189210914,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,1.330599009916969,-0.11327704541341677,0.7034116291940463,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1.1675265244473758,0.54176413404952,1.0888091219473526,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
0,0.9229177962429861,1.294895236325435,1.4898907551246534,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
0,-0.7893433011877423,0.6598045496380187,-0.5137747284925166,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0.10755536889502018,-0.48568624388980736,-0.2754684429785811,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-1.033952029392132,0.4968755253045981,-0.7472279747753993,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,1.5344396167539605,1.3763597484921455,2.292120199286951,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
0,-1.2785607575965219,-0.6652406788694956,-0.9860416234816722,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.9524157866573355,0.6847426656074198,-0.671101436655563,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,-0.3408939661463611,0.1743425587670098,-0.24138687201504958,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.8413815535081896,0.31067092606640256,0.6856980360007027,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0.4337003398342065,0.8476716899408409,0.7063455120019102,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,-1.156256393494327,1.1037030138933595,-0.8361488890498299,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.5855026943507509,0.31233346713102966,-0.41205943806349166,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.0044540389777827,1.1918176903185767,1.4700153535465679,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,0.637540946671198,-1.4865359647951069,-0.5487166109560985,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0.5560047039364014,-0.6585905146109885,-0.04889768869610085,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.615975859488757,1.441198850012588,2.4240125700254325,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,1.615975859488757,-0.11826466860729694,0.9311294654765936,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,0.4337003398342065,1.324820975488716,1.0941915836399754,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0
0,1.615975859488757,0.47526249146445027,1.5225164143188687,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,-1.2785607575965219,-0.6519403503524817,-0.9858651493278158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.46319833024855595,1.5442763960194463,0.01648598530772256,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,-1.033952029392132,-0.9728107758254432,-0.8956868567071578,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
1,0.18909161162981677,0.24915690667521323,0.13046622942977246,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.09628523794197129,0.13942919640984827,-0.10634002577638305,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0
0,-1.0747201507595303,-0.6403025629000945,-0.8799585977446995,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.02601912616022359,0.6182410230223501,0.21093844358832448,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.8301114225551406,0.6780925013489132,-0.5738421186114139,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
